,coverage,month,station_code,station_type,year
29878,bare,5,8661,debit,1989
29879,bare,6,8661,debit,1989
29880,bare,7,8661,debit,1989
29881,bare,8,8661,debit,1989
29882,bare,9,8661,debit,1989
29883,bare,10,8661,debit,1989
29884,bare,11,8661,debit,1989
29885,bare,12,8661,debit,1989
29886,bare,1,8661,debit,1990
29887,bare,2,8661,debit,1990
29888,bare,3,8661,debit,1990
29889,bare,4,8661,debit,1990
29890,bare,5,8661,debit,1990
29891,bare,6,8661,debit,1990
29892,bare,7,8661,debit,1990
29893,bare,8,8661,debit,1990
29894,bare,9,8661,debit,1990
29895,bare,10,8661,debit,1990
29896,bare,11,8661,debit,1990
29897,bare,12,8661,debit,1990
29898,bare,1,8661,debit,1991
29899,bare,2,8661,debit,1991
29900,bare,3,8661,debit,1991
29901,bare,4,8661,debit,1991
29902,bare,5,8661,debit,1991
29903,bare,6,8661,debit,1991
29904,bare,7,8661,debit,1991
29905,bare,8,8661,debit,1991
29906,bare,9,8661,debit,1991
29907,bare,10,8661,debit,1991
29908,bare,11,8661,debit,1991
29909,bare,12,8661,debit,1991
29910,bare,1,8661,debit,1992
29911,bare,2,8661,debit,1992
29912,bare,3,8661,debit,1992
29913,bare,4,8661,debit,1992
29914,bare,5,8661,debit,1992
29915,bare,6,8661,debit,1992
29916,bare,7,8661,debit,1992
29917,bare,8,8661,debit,1992
29918,bare,9,8661,debit,1992
29919,bare,10,8661,debit,1992
29920,bare,11,8661,debit,1992
29921,bare,12,8661,debit,1992
29922,bare,1,8661,debit,1993
29923,bare,2,8661,debit,1993
29924,bare,3,8661,debit,1993
29925,bare,4,8661,debit,1993
29926,bare,5,8661,debit,1993
29927,bare,6,8661,debit,1993
29928,bare,7,8661,debit,1993
29929,bare,8,8661,debit,1993
29930,bare,9,8661,debit,1993
29931,bare,10,8661,debit,1993
29932,bare,11,8661,debit,1993
29933,bare,12,8661,debit,1993
29934,bare,1,8661,debit,1994
29935,bare,2,8661,debit,1994
29936,bare,3,8661,debit,1994
29937,bare,4,8661,debit,1994
29938,bare,5,8661,debit,1994
29939,bare,6,8661,debit,1994
29940,bare,7,8661,debit,1994
29941,bare,8,8661,debit,1994
29942,bare,9,8661,debit,1994
29943,bare,10,8661,debit,1994
29944,bare,11,8661,debit,1994
29945,bare,12,8661,debit,1994
29946,bare,1,8661,debit,1995
29947,bare,2,8661,debit,1995
29948,bare,3,8661,debit,1995
29949,bare,4,8661,debit,1995
29950,bare,5,8661,debit,1995
29951,bare,6,8661,debit,1995
29952,bare,7,8661,debit,1995
29953,bare,8,8661,debit,1995
29954,bare,9,8661,debit,1995
29955,bare,10,8661,debit,1995
29956,bare,11,8661,debit,1995
29957,bare,12,8661,debit,1995
29958,bare,1,8661,debit,1996
29959,bare,2,8661,debit,1996
29960,bare,3,8661,debit,1996
29961,bare,4,8661,debit,1996
29962,bare,5,8661,debit,1996
29963,bare,6,8661,debit,1996
29964,bare,7,8661,debit,1996
29965,bare,8,8661,debit,1996
29966,bare,9,8661,debit,1996
29967,bare,10,8661,debit,1996
29968,bare,11,8661,debit,1996
29969,bare,12,8661,debit,1996
29970,bare,1,8661,debit,1997
29971,bare,2,8661,debit,1997
29972,bare,3,8661,debit,1997
29973,bare,4,8661,debit,1997
29974,bare,5,8661,debit,1997
29975,bare,6,8661,debit,1997
29976,bare,7,8661,debit,1997
29977,bare,8,8661,debit,1997
29978,bare,9,8661,debit,1997
29979,bare,10,8661,debit,1997
29980,bare,11,8661,debit,1997
29981,bare,12,8661,debit,1997
29982,bare,1,8661,debit,1998
29983,bare,2,8661,debit,1998
29984,bare,3,8661,debit,1998
29985,bare,4,8661,debit,1998
29986,bare,5,8661,debit,1998
29987,bare,6,8661,debit,1998
29988,bare,7,8661,debit,1998
29989,bare,8,8661,debit,1998
29990,bare,9,8661,debit,1998
29991,bare,10,8661,debit,1998
29992,bare,11,8661,debit,1998
29993,bare,12,8661,debit,1998
29994,bare,1,8661,debit,1999
29995,bare,2,8661,debit,1999
29996,bare,3,8661,debit,1999
29997,bare,4,8661,debit,1999
29998,bare,5,8661,debit,1999
29999,bare,6,8661,debit,1999
30000,bare,7,8661,debit,1999
30001,bare,8,8661,debit,1999
30002,bare,9,8661,debit,1999
30003,bare,10,8661,debit,1999
30004,bare,11,8661,debit,1999
30005,bare,12,8661,debit,1999
30006,bare,1,8661,debit,2000
30007,bare,2,8661,debit,2000
30008,bare,3,8661,debit,2000
30009,bare,4,8661,debit,2000
30010,bare,5,8661,debit,2000
30011,bare,6,8661,debit,2000
30012,bare,7,8661,debit,2000
30013,bare,8,8661,debit,2000
30014,bare,9,8661,debit,2000
30015,bare,10,8661,debit,2000
30016,bare,11,8661,debit,2000
30017,bare,12,8661,debit,2000
30018,bare,1,8661,debit,2001
30019,bare,2,8661,debit,2001
30020,bare,3,8661,debit,2001
30021,bare,4,8661,debit,2001
30022,bare,5,8661,debit,2001
30023,bare,6,8661,debit,2001
30024,bare,7,8661,debit,2001
30025,bare,8,8661,debit,2001
30026,bare,9,8661,debit,2001
30027,bare,10,8661,debit,2001
30028,bare,11,8661,debit,2001
30029,bare,12,8661,debit,2001
30030,bare,1,8661,debit,2002
30031,bare,2,8661,debit,2002
30032,bare,3,8661,debit,2002
30033,bare,4,8661,debit,2002
30034,bare,5,8661,debit,2002
30035,bare,6,8661,debit,2002
30036,bare,7,8661,debit,2002
30037,bare,8,8661,debit,2002
30038,bare,9,8661,debit,2002
30039,bare,10,8661,debit,2002
30040,bare,11,8661,debit,2002
30041,bare,12,8661,debit,2002
30042,bare,1,8661,debit,2003
30043,bare,2,8661,debit,2003
30044,bare,3,8661,debit,2003
30045,bare,4,8661,debit,2003
30046,bare,5,8661,debit,2003
30047,bare,6,8661,debit,2003
30048,bare,7,8661,debit,2003
30049,bare,8,8661,debit,2003
30050,bare,9,8661,debit,2003
30051,bare,10,8661,debit,2003
30052,bare,11,8661,debit,2003
30053,bare,12,8661,debit,2003
30054,bare,1,8661,debit,2004
30055,bare,2,8661,debit,2004
30056,bare,3,8661,debit,2004
30057,bare,4,8661,debit,2004
30058,bare,5,8661,debit,2004
30059,bare,6,8661,debit,2004
30060,bare,7,8661,debit,2004
30061,bare,8,8661,debit,2004
30062,bare,9,8661,debit,2004
30063,bare,10,8661,debit,2004
30064,bare,11,8661,debit,2004
30065,bare,12,8661,debit,2004
30066,bare,1,8661,debit,2005
30067,bare,2,8661,debit,2005
30068,bare,3,8661,debit,2005
30069,bare,4,8661,debit,2005
30070,bare,5,8661,debit,2005
30071,bare,6,8661,debit,2005
30072,bare,7,8661,debit,2005
30073,bare,8,8661,debit,2005
30074,bare,9,8661,debit,2005
30075,bare,10,8661,debit,2005
30076,bare,11,8661,debit,2005
30077,bare,12,8661,debit,2005
30078,bare,1,8661,debit,2006
30079,bare,2,8661,debit,2006
30080,bare,3,8661,debit,2006
30081,bare,4,8661,debit,2006
30082,bare,5,8661,debit,2006
30083,bare,6,8661,debit,2006
30084,bare,7,8661,debit,2006
30085,bare,8,8661,debit,2006
30086,bare,9,8661,debit,2006
30087,bare,10,8661,debit,2006
30088,bare,11,8661,debit,2006
30089,bare,12,8661,debit,2006
30090,bare,1,8661,debit,2007
30091,bare,2,8661,debit,2007
30092,bare,3,8661,debit,2007
30093,bare,4,8661,debit,2007
30094,bare,5,8661,debit,2007
30095,bare,6,8661,debit,2007
30096,bare,7,8661,debit,2007
30097,bare,8,8661,debit,2007
30098,bare,9,8661,debit,2007
30099,bare,10,8661,debit,2007
30100,bare,11,8661,debit,2007
30101,bare,12,8661,debit,2007
30102,bare,1,8661,debit,2008
30103,bare,2,8661,debit,2008
30104,bare,3,8661,debit,2008
30105,bare,4,8661,debit,2008
30106,bare,5,8661,debit,2008
30107,bare,6,8661,debit,2008
30108,bare,7,8661,debit,2008
30109,bare,8,8661,debit,2008
30110,bare,9,8661,debit,2008
30111,bare,10,8661,debit,2008
30112,bare,11,8661,debit,2008
30113,bare,12,8661,debit,2008
30114,bare,1,8661,debit,2009
30115,bare,2,8661,debit,2009
30116,bare,3,8661,debit,2009
30117,bare,4,8661,debit,2009
30118,bare,5,8661,debit,2009
30119,bare,6,8661,debit,2009
30120,bare,7,8661,debit,2009
30121,bare,8,8661,debit,2009
30122,bare,9,8661,debit,2009
30123,bare,10,8661,debit,2009
30124,bare,11,8661,debit,2009
30125,bare,12,8661,debit,2009
30126,bare,1,8661,debit,2010
30127,bare,2,8661,debit,2010
30128,bare,3,8661,debit,2010
30129,bare,4,8661,debit,2010
30130,bare,5,8661,debit,2010
30131,bare,6,8661,debit,2010
30132,bare,7,8661,debit,2010
30133,bare,8,8661,debit,2010
30134,bare,9,8661,debit,2010
30135,bare,10,8661,debit,2010
30136,bare,11,8661,debit,2010
30137,bare,12,8661,debit,2010
30138,bare,1,8661,debit,2011
30139,bare,2,8661,debit,2011
30140,bare,3,8661,debit,2011
30141,bare,4,8661,debit,2011
30142,bare,5,8661,debit,2011
30143,bare,6,8661,debit,2011
30144,bare,7,8661,debit,2011
30145,bare,8,8661,debit,2011
30146,bare,9,8661,debit,2011
30147,bare,10,8661,debit,2011
30148,bare,11,8661,debit,2011
30149,bare,12,8661,debit,2011
30150,bare,1,8661,debit,2012
30151,bare,2,8661,debit,2012
30152,bare,3,8661,debit,2012
30153,bare,4,8661,debit,2012
30154,bare,5,8661,debit,2012
30155,bare,6,8661,debit,2012
30156,bare,7,8661,debit,2012
30157,bare,8,8661,debit,2012
30158,bare,9,8661,debit,2012
30159,bare,10,8661,debit,2012
30160,bare,11,8661,debit,2012
30161,bare,12,8661,debit,2012
30162,bare,1,8661,debit,2013
30163,bare,2,8661,debit,2013
30164,bare,3,8661,debit,2013
30165,bare,4,8661,debit,2013
30166,bare,5,8661,debit,2013
30167,bare,6,8661,debit,2013
30168,bare,7,8661,debit,2013
30169,bare,8,8661,debit,2013
30170,bare,9,8661,debit,2013
30171,bare,10,8661,debit,2013
30172,bare,11,8661,debit,2013
30173,bare,12,8661,debit,2013
30174,bare,1,8661,debit,2014
30175,bare,2,8661,debit,2014
30176,bare,3,8661,debit,2014
30177,bare,4,8661,debit,2014
30178,bare,5,8661,debit,2014
30179,bare,6,8661,debit,2014
30180,bare,7,8661,debit,2014
30181,bare,8,8661,debit,2014
30182,bare,9,8661,debit,2014
30183,bare,10,8661,debit,2014
30184,bare,11,8661,debit,2014
30185,bare,12,8661,debit,2014
30186,bare,1,8661,debit,2015
30187,bare,2,8661,debit,2015
30188,bare,3,8661,debit,2015
30189,bare,4,8661,debit,2015
30190,bare,5,8661,debit,2015
30191,bare,6,8661,debit,2015
30192,bare,7,8661,debit,2015
30193,bare,8,8661,debit,2015
30194,bare,9,8661,debit,2015
30195,bare,10,8661,debit,2015
30196,bare,11,8661,debit,2015
30197,bare,12,8661,debit,2015
30198,bare,1,8661,debit,2016
30199,bare,2,8661,debit,2016
30200,bare,3,8661,debit,2016
30201,bare,4,8661,debit,2016
30202,bare,5,8661,debit,2016
30203,bare,6,8661,debit,2016
30204,bare,7,8661,debit,2016
30205,bare,8,8661,debit,2016
30206,bare,9,8661,debit,2016
30207,bare,10,8661,debit,2016
30208,bare,11,8661,debit,2016
30209,bare,12,8661,debit,2016
30210,bare,1,8661,debit,2017
30211,bare,2,8661,debit,2017
30212,bare,3,8661,debit,2017
30213,bare,4,8661,debit,2017
30214,bare,5,8661,debit,2017
30215,bare,6,8661,debit,2017
30216,bare,7,8661,debit,2017
30217,bare,8,8661,debit,2017
30218,bare,9,8661,debit,2017
30219,bare,10,8661,debit,2017
30220,bare,11,8661,debit,2017
30221,bare,12,8661,debit,2017
30222,bare,1,8661,debit,2018
30223,bare,2,8661,debit,2018
30224,bare,3,8661,debit,2018
30225,bare,4,8661,debit,2018
30226,bare,5,8661,debit,2018
30227,bare,6,8661,debit,2018
30228,bare,7,8661,debit,2018
30229,bare,8,8661,debit,2018
30230,bare,9,8661,debit,2018
30231,bare,10,8661,debit,2018
30232,bare,11,8661,debit,2018
30233,bare,12,8661,debit,2018
30234,bare,1,8661,debit,2019
30235,bare,2,8661,debit,2019
30236,bare,3,8661,debit,2019
30237,bare,4,8661,debit,2019
30238,bare,5,8661,debit,2019
30239,bare,6,8661,debit,2019
30240,bare,1,8702,debit,1990
30241,bare,2,8702,debit,1990
30242,bare,3,8702,debit,1990
30243,bare,4,8702,debit,1990
30244,bare,5,8702,debit,1990
30245,bare,6,8702,debit,1990
30246,bare,7,8702,debit,1990
30247,bare,8,8702,debit,1990
30248,bare,9,8702,debit,1990
30249,bare,10,8702,debit,1990
30250,bare,11,8702,debit,1990
30251,bare,12,8702,debit,1990
30252,bare,1,8702,debit,1991
30253,bare,2,8702,debit,1991
30254,bare,3,8702,debit,1991
30255,bare,4,8702,debit,1991
30256,bare,5,8702,debit,1991
30257,bare,6,8702,debit,1991
30258,bare,7,8702,debit,1991
30259,bare,8,8702,debit,1991
30260,bare,9,8702,debit,1991
30261,bare,10,8702,debit,1991
30262,bare,11,8702,debit,1991
30263,bare,12,8702,debit,1991
30264,bare,1,8702,debit,1992
30265,bare,2,8702,debit,1992
30266,bare,3,8702,debit,1992
30267,bare,4,8702,debit,1992
30268,bare,5,8702,debit,1992
30269,bare,6,8702,debit,1992
30270,bare,7,8702,debit,1992
30271,bare,8,8702,debit,1992
30272,bare,9,8702,debit,1992
30273,bare,10,8702,debit,1992
30274,bare,11,8702,debit,1992
30275,bare,12,8702,debit,1992
30276,bare,1,8702,debit,1993
30277,bare,2,8702,debit,1993
30278,bare,3,8702,debit,1993
30279,bare,4,8702,debit,1993
30280,bare,5,8702,debit,1993
30281,bare,6,8702,debit,1993
30282,bare,7,8702,debit,1993
30283,bare,8,8702,debit,1993
30284,bare,9,8702,debit,1993
30285,bare,10,8702,debit,1993
30286,bare,11,8702,debit,1993
30287,bare,12,8702,debit,1993
30288,bare,1,8702,debit,1994
30289,bare,2,8702,debit,1994
30290,bare,3,8702,debit,1994
30291,bare,4,8702,debit,1994
30292,bare,5,8702,debit,1994
30293,bare,6,8702,debit,1994
30294,bare,7,8702,debit,1994
30295,bare,8,8702,debit,1994
30296,bare,9,8702,debit,1994
30297,bare,10,8702,debit,1994
30298,bare,11,8702,debit,1994
30299,bare,12,8702,debit,1994
30300,bare,1,8702,debit,1995
30301,bare,2,8702,debit,1995
30302,bare,3,8702,debit,1995
30303,bare,4,8702,debit,1995
30304,bare,5,8702,debit,1995
30305,bare,6,8702,debit,1995
30306,bare,7,8702,debit,1995
30307,bare,8,8702,debit,1995
30308,bare,9,8702,debit,1995
30309,bare,10,8702,debit,1995
30310,bare,11,8702,debit,1995
30311,bare,12,8702,debit,1995
30312,bare,1,8702,debit,1996
30313,bare,2,8702,debit,1996
30314,bare,3,8702,debit,1996
30315,bare,4,8702,debit,1996
30316,bare,5,8702,debit,1996
30317,bare,6,8702,debit,1996
30318,bare,7,8702,debit,1996
30319,bare,8,8702,debit,1996
30320,bare,9,8702,debit,1996
30321,bare,10,8702,debit,1996
30322,bare,11,8702,debit,1996
30323,bare,12,8702,debit,1996
30324,bare,1,8702,debit,1997
30325,bare,2,8702,debit,1997
30326,bare,3,8702,debit,1997
30327,bare,4,8702,debit,1997
30328,bare,5,8702,debit,1997
30329,bare,6,8702,debit,1997
30330,bare,7,8702,debit,1997
30331,bare,8,8702,debit,1997
30332,bare,9,8702,debit,1997
30333,bare,10,8702,debit,1997
30334,bare,11,8702,debit,1997
30335,bare,12,8702,debit,1997
30336,bare,1,8702,debit,1998
30337,bare,2,8702,debit,1998
30338,bare,3,8702,debit,1998
30339,bare,4,8702,debit,1998
30340,bare,5,8702,debit,1998
30341,bare,6,8702,debit,1998
30342,bare,7,8702,debit,1998
30343,bare,8,8702,debit,1998
30344,bare,9,8702,debit,1998
30345,bare,10,8702,debit,1998
30346,bare,11,8702,debit,1998
30347,bare,12,8702,debit,1998
30348,bare,1,8702,debit,1999
30349,bare,2,8702,debit,1999
30350,bare,3,8702,debit,1999
30351,bare,4,8702,debit,1999
30352,bare,5,8702,debit,1999
30353,bare,6,8702,debit,1999
30354,bare,7,8702,debit,1999
30355,bare,8,8702,debit,1999
30356,bare,9,8702,debit,1999
30357,bare,10,8702,debit,1999
30358,bare,11,8702,debit,1999
30359,bare,12,8702,debit,1999
30360,bare,1,8702,debit,2000
30361,bare,2,8702,debit,2000
30362,bare,3,8702,debit,2000
30363,bare,4,8702,debit,2000
30364,bare,5,8702,debit,2000
30365,bare,6,8702,debit,2000
30366,bare,7,8702,debit,2000
30367,bare,8,8702,debit,2000
30368,bare,9,8702,debit,2000
30369,bare,10,8702,debit,2000
30370,bare,11,8702,debit,2000
30371,bare,12,8702,debit,2000
30372,bare,1,8702,debit,2001
30373,bare,2,8702,debit,2001
30374,bare,3,8702,debit,2001
30375,bare,4,8702,debit,2001
30376,bare,5,8702,debit,2001
30377,bare,6,8702,debit,2001
30378,bare,7,8702,debit,2001
30379,bare,8,8702,debit,2001
30380,bare,9,8702,debit,2001
30381,bare,10,8702,debit,2001
30382,bare,11,8702,debit,2001
30383,bare,12,8702,debit,2001
30384,bare,1,8702,debit,2002
30385,bare,2,8702,debit,2002
30386,bare,3,8702,debit,2002
30387,bare,4,8702,debit,2002
30388,bare,5,8702,debit,2002
30389,bare,6,8702,debit,2002
30390,bare,7,8702,debit,2002
30391,bare,8,8702,debit,2002
30392,bare,9,8702,debit,2002
30393,bare,10,8702,debit,2002
30394,bare,11,8702,debit,2002
30395,bare,12,8702,debit,2002
30396,bare,1,8702,debit,2003
30397,bare,2,8702,debit,2003
30398,bare,3,8702,debit,2003
30399,bare,4,8702,debit,2003
30400,bare,5,8702,debit,2003
30401,bare,6,8702,debit,2003
30402,bare,7,8702,debit,2003
30403,bare,8,8702,debit,2003
30404,bare,9,8702,debit,2003
30405,bare,10,8702,debit,2003
30406,bare,11,8702,debit,2003
30407,bare,12,8702,debit,2003
30408,bare,1,8702,debit,2004
30409,bare,2,8702,debit,2004
30410,bare,3,8702,debit,2004
30411,bare,4,8702,debit,2004
30412,bare,5,8702,debit,2004
30413,bare,6,8702,debit,2004
30414,bare,7,8702,debit,2004
30415,bare,8,8702,debit,2004
30416,bare,9,8702,debit,2004
30417,bare,10,8702,debit,2004
30418,bare,11,8702,debit,2004
30419,bare,12,8702,debit,2004
30420,bare,1,8702,debit,2005
30421,bare,2,8702,debit,2005
30422,bare,3,8702,debit,2005
30423,bare,4,8702,debit,2005
30424,bare,5,8702,debit,2005
30425,bare,6,8702,debit,2005
30426,bare,7,8702,debit,2005
30427,bare,8,8702,debit,2005
30428,bare,9,8702,debit,2005
30429,bare,10,8702,debit,2005
30430,bare,11,8702,debit,2005
30431,bare,12,8702,debit,2005
30432,bare,1,8702,debit,2006
30433,bare,2,8702,debit,2006
30434,bare,3,8702,debit,2006
30435,bare,4,8702,debit,2006
30436,bare,5,8702,debit,2006
30437,bare,6,8702,debit,2006
30438,bare,7,8702,debit,2006
30439,bare,8,8702,debit,2006
30440,bare,9,8702,debit,2006
30441,bare,10,8702,debit,2006
30442,bare,11,8702,debit,2006
30443,bare,12,8702,debit,2006
30444,bare,1,8702,debit,2007
30445,bare,2,8702,debit,2007
30446,bare,3,8702,debit,2007
30447,bare,4,8702,debit,2007
30448,bare,5,8702,debit,2007
30449,bare,6,8702,debit,2007
30450,bare,7,8702,debit,2007
30451,bare,8,8702,debit,2007
30452,bare,9,8702,debit,2007
30453,bare,10,8702,debit,2007
30454,bare,11,8702,debit,2007
30455,bare,12,8702,debit,2007
30456,bare,1,8702,debit,2008
30457,bare,2,8702,debit,2008
30458,bare,3,8702,debit,2008
30459,bare,4,8702,debit,2008
30460,bare,5,8702,debit,2008
30461,bare,6,8702,debit,2008
30462,bare,7,8702,debit,2008
30463,bare,8,8702,debit,2008
30464,bare,9,8702,debit,2008
30465,bare,10,8702,debit,2008
30466,bare,11,8702,debit,2008
30467,bare,12,8702,debit,2008
30468,bare,1,8702,debit,2009
30469,bare,2,8702,debit,2009
30470,bare,3,8702,debit,2009
30471,bare,4,8702,debit,2009
30472,bare,5,8702,debit,2009
30473,bare,6,8702,debit,2009
30474,bare,7,8702,debit,2009
30475,bare,8,8702,debit,2009
30476,bare,9,8702,debit,2009
30477,bare,10,8702,debit,2009
30478,bare,11,8702,debit,2009
30479,bare,12,8702,debit,2009
30480,bare,1,8702,debit,2010
30481,bare,2,8702,debit,2010
30482,bare,3,8702,debit,2010
30483,bare,4,8702,debit,2010
30484,bare,5,8702,debit,2010
30485,bare,6,8702,debit,2010
30486,bare,7,8702,debit,2010
30487,bare,8,8702,debit,2010
30488,bare,9,8702,debit,2010
30489,bare,10,8702,debit,2010
30490,bare,11,8702,debit,2010
30491,bare,12,8702,debit,2010
30492,bare,1,8702,debit,2011
30493,bare,2,8702,debit,2011
30494,bare,3,8702,debit,2011
30495,bare,4,8702,debit,2011
30496,bare,5,8702,debit,2011
30497,bare,6,8702,debit,2011
30498,bare,7,8702,debit,2011
30499,bare,8,8702,debit,2011
30500,bare,9,8702,debit,2011
30501,bare,10,8702,debit,2011
30502,bare,11,8702,debit,2011
30503,bare,12,8702,debit,2011
30504,bare,1,8702,debit,2012
30505,bare,2,8702,debit,2012
30506,bare,3,8702,debit,2012
30507,bare,4,8702,debit,2012
30508,bare,5,8702,debit,2012
30509,bare,6,8702,debit,2012
30510,bare,7,8702,debit,2012
30511,bare,8,8702,debit,2012
30512,bare,9,8702,debit,2012
30513,bare,10,8702,debit,2012
30514,bare,11,8702,debit,2012
30515,bare,12,8702,debit,2012
30516,bare,1,8702,debit,2013
30517,bare,2,8702,debit,2013
30518,bare,3,8702,debit,2013
30519,bare,4,8702,debit,2013
30520,bare,5,8702,debit,2013
30521,bare,6,8702,debit,2013
30522,bare,7,8702,debit,2013
30523,bare,8,8702,debit,2013
30524,bare,9,8702,debit,2013
30525,bare,10,8702,debit,2013
30526,bare,11,8702,debit,2013
30527,bare,12,8702,debit,2013
30528,bare,1,8702,debit,2014
30529,bare,2,8702,debit,2014
30530,bare,3,8702,debit,2014
30531,bare,4,8702,debit,2014
30532,bare,5,8702,debit,2014
30533,bare,6,8702,debit,2014
30534,bare,7,8702,debit,2014
30535,bare,8,8702,debit,2014
30536,bare,9,8702,debit,2014
30537,bare,10,8702,debit,2014
30538,bare,11,8702,debit,2014
30539,bare,12,8702,debit,2014
30540,bare,1,8702,debit,2015
30541,bare,2,8702,debit,2015
30542,bare,3,8702,debit,2015
30543,bare,4,8702,debit,2015
30544,bare,5,8702,debit,2015
30545,bare,6,8702,debit,2015
30546,bare,7,8702,debit,2015
30547,bare,8,8702,debit,2015
30548,bare,9,8702,debit,2015
30549,bare,10,8702,debit,2015
30550,bare,11,8702,debit,2015
30551,bare,12,8702,debit,2015
30552,bare,1,8702,debit,2016
30553,bare,2,8702,debit,2016
30554,bare,3,8702,debit,2016
30555,bare,4,8702,debit,2016
30556,bare,5,8702,debit,2016
30557,bare,6,8702,debit,2016
30558,bare,7,8702,debit,2016
30559,bare,8,8702,debit,2016
30560,bare,9,8702,debit,2016
30561,bare,10,8702,debit,2016
30562,bare,11,8702,debit,2016
30563,bare,12,8702,debit,2016
30564,bare,1,8702,debit,2017
30565,bare,2,8702,debit,2017
30566,bare,3,8702,debit,2017
30567,bare,4,8702,debit,2017
30568,bare,5,8702,debit,2017
30569,bare,6,8702,debit,2017
30570,bare,7,8702,debit,2017
30571,bare,8,8702,debit,2017
30572,bare,9,8702,debit,2017
30573,bare,10,8702,debit,2017
30574,bare,11,8702,debit,2017
30575,bare,12,8702,debit,2017
30576,bare,1,8702,debit,2018
30577,bare,2,8702,debit,2018
30578,bare,3,8702,debit,2018
30579,bare,4,8702,debit,2018
30580,bare,5,8702,debit,2018
30581,bare,6,8702,debit,2018
30582,bare,7,8702,debit,2018
30583,bare,8,8702,debit,2018
30584,bare,9,8702,debit,2018
30585,bare,10,8702,debit,2018
30586,bare,11,8702,debit,2018
30587,bare,12,8702,debit,2018
30588,bare,1,8702,debit,2019
30589,bare,2,8702,debit,2019
30590,bare,3,8702,debit,2019
30591,bare,4,8702,debit,2019
30592,bare,5,8702,debit,2019
30593,bare,6,8702,debit,2019
30594,bare,1,9021,debit,1974
30595,bare,2,9021,debit,1974
30596,bare,3,9021,debit,1974
30597,bare,4,9021,debit,1974
30598,bare,5,9021,debit,1974
30599,bare,6,9021,debit,1974
30600,bare,7,9021,debit,1974
30601,bare,8,9021,debit,1974
30602,bare,9,9021,debit,1974
30603,bare,10,9021,debit,1974
30604,bare,11,9021,debit,1974
30605,bare,12,9021,debit,1974
30606,bare,1,9021,debit,1975
30607,bare,2,9021,debit,1975
30608,bare,3,9021,debit,1975
30609,bare,4,9021,debit,1975
30610,bare,5,9021,debit,1975
30611,bare,6,9021,debit,1975
30612,bare,7,9021,debit,1975
30613,bare,8,9021,debit,1975
30614,bare,9,9021,debit,1975
30615,bare,10,9021,debit,1975
30616,bare,11,9021,debit,1975
30617,bare,12,9021,debit,1975
30618,bare,1,9021,debit,1976
30619,bare,2,9021,debit,1976
30620,bare,3,9021,debit,1976
30621,bare,4,9021,debit,1976
30622,bare,5,9021,debit,1976
30623,bare,6,9021,debit,1976
30624,bare,7,9021,debit,1976
30625,bare,8,9021,debit,1976
30626,bare,9,9021,debit,1976
30627,bare,10,9021,debit,1976
30628,bare,11,9021,debit,1976
30629,bare,12,9021,debit,1976
30630,bare,1,9021,debit,1977
30631,bare,2,9021,debit,1977
30632,bare,3,9021,debit,1977
30633,bare,4,9021,debit,1977
30634,bare,5,9021,debit,1977
30635,bare,6,9021,debit,1977
30636,bare,7,9021,debit,1977
30637,bare,8,9021,debit,1977
30638,bare,9,9021,debit,1977
30639,bare,10,9021,debit,1977
30640,bare,11,9021,debit,1977
30641,bare,12,9021,debit,1977
30642,bare,1,9021,debit,1978
30643,bare,2,9021,debit,1978
30644,bare,3,9021,debit,1978
30645,bare,4,9021,debit,1978
30646,bare,5,9021,debit,1978
30647,bare,6,9021,debit,1978
30648,bare,7,9021,debit,1978
30649,bare,8,9021,debit,1978
30650,bare,9,9021,debit,1978
30651,bare,10,9021,debit,1978
30652,bare,11,9021,debit,1978
30653,bare,12,9021,debit,1978
30654,bare,1,9021,debit,1979
30655,bare,2,9021,debit,1979
30656,bare,3,9021,debit,1979
30657,bare,4,9021,debit,1979
30658,bare,5,9021,debit,1979
30659,bare,6,9021,debit,1979
30660,bare,7,9021,debit,1979
30661,bare,8,9021,debit,1979
30662,bare,9,9021,debit,1979
30663,bare,10,9021,debit,1979
30664,bare,11,9021,debit,1979
30665,bare,12,9021,debit,1979
30666,bare,1,9021,debit,1980
30667,bare,2,9021,debit,1980
30668,bare,3,9021,debit,1980
30669,bare,4,9021,debit,1980
30670,bare,5,9021,debit,1980
30671,bare,6,9021,debit,1980
30672,bare,7,9021,debit,1980
30673,bare,8,9021,debit,1980
30674,bare,9,9021,debit,1980
30675,bare,10,9021,debit,1980
30676,bare,11,9021,debit,1980
30677,bare,12,9021,debit,1980
30678,bare,1,9021,debit,1981
30679,bare,2,9021,debit,1981
30680,bare,3,9021,debit,1981
30681,bare,4,9021,debit,1981
30682,bare,5,9021,debit,1981
30683,bare,6,9021,debit,1981
30684,bare,7,9021,debit,1981
30685,bare,8,9021,debit,1981
30686,bare,9,9021,debit,1981
30687,bare,10,9021,debit,1981
30688,bare,11,9021,debit,1981
30689,bare,12,9021,debit,1981
30690,bare,1,9021,debit,1982
30691,bare,2,9021,debit,1982
30692,bare,3,9021,debit,1982
30693,bare,4,9021,debit,1982
30694,bare,5,9021,debit,1982
30695,bare,6,9021,debit,1982
30696,bare,7,9021,debit,1982
30697,bare,8,9021,debit,1982
30698,bare,9,9021,debit,1982
30699,bare,10,9021,debit,1982
